"HostName","DisplayName","Name","State","UserName","InstallDate","Started","Status","ProcessId","PathName","Error"
"DC-SRV01","Windows Error Reporting Service","WerSvc","Stopped",,,"False","OK","0","C:\Windows\System32\svchost.exe -k WerSvcGroup",
"DC-SRV01","Still Image Acquisition Events","WiaRpc","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p",
"DC-SRV01","Microsoft Defender Antivirus Service","WinDefend","Stopped",,,"False","OK","0","""C:\Program Files\Windows Defender\MsMpEng.exe""",
"DC-SRV01","WinHTTP Web Proxy Auto-Discovery Service","WinHttpAutoProxySvc","Running",,,"True","OK","264","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p",
"DC-SRV01","Windows Management Instrumentation","Winmgmt","Running",,,"True","OK","1204","C:\Windows\system32\svchost.exe -k netsvcs -p",
"DC-SRV01","Windows Remote Management (WS-Management)","WinRM","Running",,,"True","OK","752","C:\Windows\System32\svchost.exe -k NetworkService -p",
"DC-SRV01","WINS","WINS","Running",,,"True","OK","2164","C:\Windows\System32\wins.exe",
"DC-SRV01","Windows Insider Service","wisvc","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k netsvcs -p",
"DC-SRV01","Microsoft Account Sign-in Assistant","wlidsvc","Running",,,"True","OK","1204","C:\Windows\system32\svchost.exe -k netsvcs -p",
"DC-SRV01","WMI Performance Adapter","wmiApSrv","Running",,,"True","OK","5956","C:\Windows\system32\wbem\WmiApSrv.exe",
"DC-SRV01","Windows Media Player Network Sharing Service","WMPNetworkSvc","Stopped",,,"False","OK","0","""C:\Program Files\Windows Media Player\wmpnetwk.exe""",
"DC-SRV01","Portable Device Enumerator Service","WPDBusEnum","Running",,,"True","OK","1916","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted",
"DC-SRV01","Windows Push Notifications System Service","WpnService","Running",,,"True","OK","1204","C:\Windows\system32\svchost.exe -k netsvcs -p",
"DC-SRV01","Windows Search","WSearch","Stopped",,,"False","OK","0","C:\Windows\system32\SearchIndexer.exe /Embedding",
"DC-SRV01","Windows Update","wuauserv","Running",,,"True","OK","1204","C:\Windows\system32\svchost.exe -k netsvcs -p",
"DC-SRV01","CaptureService_5f5f5","CaptureService_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k LocalService -p",
"DC-SRV01","Clipboard User Service_5f5f5","cbdhsvc_5f5f5","Running",,,"True","OK","3044","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p",
"DC-SRV01","Connected Devices Platform User Service_5f5f5","CDPUserSvc_5f5f5","Running",,,"True","OK","3728","C:\Windows\system32\svchost.exe -k UnistackSvcGroup",
"DC-SRV01","ConsentUX User Service_5f5f5","ConsentUxUserSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k DevicesFlow",
"DC-SRV01","CredentialEnrollmentManagerUserSvc_5f5f5","CredentialEnrollmentManagerUserSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\CredentialEnrollmentManager.exe",
"DC-SRV01","DeviceAssociationBroker_5f5f5","DeviceAssociationBrokerSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k DevicesFlow -p",
"DC-SRV01","DevicePicker_5f5f5","DevicePickerUserSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k DevicesFlow",
"DC-SRV01","DevicesFlow_5f5f5","DevicesFlowUserSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k DevicesFlow",
"DC-SRV01","Contact Data_5f5f5","PimIndexMaintenanceSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k UnistackSvcGroup",
"DC-SRV01","PrintWorkflow_5f5f5","PrintWorkflowUserSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k PrintWorkflow",
"DC-SRV01","Udk User Service_5f5f5","UdkUserSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k UdkSvcGroup",
"DC-SRV01","User Data Storage_5f5f5","UnistoreSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\System32\svchost.exe -k UnistackSvcGroup",
"DC-SRV01","User Data Access_5f5f5","UserDataSvc_5f5f5","Stopped",,,"False","OK","0","C:\Windows\system32\svchost.exe -k UnistackSvcGroup",
"DC-SRV01","Windows Push Notifications User Service_5f5f5","WpnUserService_5f5f5","Running",,,"True","OK","3728","C:\Windows\system32\svchost.exe -k UnistackSvcGroup",
